Name,country,population,Oblast,date
Achtanizovskaja [Akhtanizovskaya],russia,3254,krasnodar,2010-10-04
Achtyrskij [Akhtyrsky],russia,20100,krasnodar,2010-10-04
Afipskij [Afipsky],russia,18969,krasnodar,2010-10-04
Agoj [Agoy],russia,2662,krasnodar,2010-10-04
Agronom,russia,3800,krasnodar,2010-10-04
Aleksejevskaja [Alexeyevskaya],russia,3358,krasnodar,2010-10-04
Anapa,russia,58990,krasnodar,2010-10-04
Anapskaja [Anapskaya],russia,16107,krasnodar,2010-10-04
Anastasijevskaja [Anastasiyevskaya],russia,10569,krasnodar,2010-10-04
Apšeronsk [Apsheronsk],russia,40225,krasnodar,2010-10-04
Archangel'skaja [Arkhangelskaya],russia,8714,krasnodar,2010-10-04
Archipo-Osipovka [Arkhipo-Osipovka],russia,7853,krasnodar,2010-10-04
Armavir,russia,188832,krasnodar,2010-10-04
Atamanskaja [Atamanskaya],russia,3952,krasnodar,2010-10-04
Azovskaja [Azovskaya],russia,4266,krasnodar,2010-10-04
Baranikovskij [Baranikovsky],russia,2925,krasnodar,2010-10-04
Baranovka,russia,2270,krasnodar,2010-10-04
Belaja Glina [Belaya Glina],russia,17320,krasnodar,2010-10-04
Belorečensk [Belorechensk],russia,53892,krasnodar,2010-10-04
Belozërnyj [Belozyorny],russia,4342,krasnodar,2010-10-04
Berezanskaja [Berezanskaya],russia,6968,krasnodar,2010-10-04
Berëzovyj [Beryozovy],russia,6743,krasnodar,2010-10-04
Besskorbnaja [Besskorbnaya],russia,5892,krasnodar,2010-10-04
Blagoveščenskaja [Blagoveshchenskaya],russia,2780,krasnodar,2010-10-04
Borisovka,russia,3188,krasnodar,2010-10-04
Brin'kovskaja [Brinkovskaya],russia,5109,krasnodar,2010-10-04
Brjuchoveckaja [Bryukhovetskaya],russia,22139,krasnodar,2010-10-04
Čamlykskaja [Chamlykskaya],russia,4050,krasnodar,2010-10-04
Čelbasskaja [Chelbasskaya],russia,6930,krasnodar,2010-10-04
Čerešnja [Chereshnya],russia,2426,krasnodar,2010-10-04
Černojerkovskaja [Chernoyerkovskaya],russia,3416,krasnodar,2010-10-04
Černomorskij [Chernomorsky],russia,8626,krasnodar,2010-10-04
Chadyžensk [Khadyzhensk],russia,21579,krasnodar,2010-10-04
Cholmskaja [Kholmskaya],russia,17585,krasnodar,2010-10-04
Cibanobalka [Tsibanobalka],russia,5370,krasnodar,2010-10-04
Dinskaja [Dinskaya],russia,34848,krasnodar,2010-10-04
Divnomorskoje [Divnomorskoye],russia,6358,krasnodar,2010-10-04
Djad'kovskaja [Dyadkovskaya],russia,4377,krasnodar,2010-10-04
Dmitrijevskaja [Dmitriyevskaya],russia,3522,krasnodar,2010-10-04
Dneprovskaja [Dneprovskaya],russia,3165,krasnodar,2010-10-04
Dolžanskaja [Dolzhanskaya],russia,7019,krasnodar,2010-10-04
Dvubratskij [Dvubratsky],russia,8541,krasnodar,2010-10-04
Džiginka [Dzhiginka],russia,4361,krasnodar,2010-10-04
Džubga [Dzhubga],russia,5223,krasnodar,2010-10-04
Fastoveckaja [Fastovetskaya],russia,8573,krasnodar,2010-10-04
Gajduk [Gayduk],russia,7484,krasnodar,2010-10-04
Gaj-Kodzor [Gay-Kodzor],russia,2968,krasnodar,2010-10-04
Gelendžik [Gelendzhik],russia,54980,krasnodar,2010-10-04
Girej [Girey],russia,6586,krasnodar,2010-10-04
Glebovskoje [Glebovskoye],russia,1027,krasnodar,2010-10-04
Glubokij [Gluboky],russia,3698,krasnodar,2010-10-04
Golubickaja [Golubitskaya],russia,5083,krasnodar,2010-10-04
Gorjačij Ključ [Goryachy Klyuch],russia,30126,krasnodar,2010-10-04
Gornoje Loo [Gornoye Loo],russia,3322,krasnodar,2010-10-04
Gostagajevskaja [Gostagayevskaya],russia,9772,krasnodar,2010-10-04
Grivenskaja [Grivenskaya],russia,4723,krasnodar,2010-10-04
Gubskaja [Gubskaya],russia,3221,krasnodar,2010-10-04
Gul'keviči [Gulkevichi],russia,35244,krasnodar,2010-10-04
Il'inskaja [Ilyinskaya],russia,4193,krasnodar,2010-10-04
Il'skij [Ilsky],russia,23781,krasnodar,2010-10-04
Industrial'nyj [Industrialny],russia,4785,krasnodar,2010-10-04
Ivanovskaja [Ivanovskaya],russia,9473,krasnodar,2010-10-04
Jaroslavskaja [Yaroslavskaya],russia,5436,krasnodar,2010-10-04
Jasenskaja [Yasenskaya],russia,4751,krasnodar,2010-10-04
Jejsk [Yeysk],russia,87769,krasnodar,2010-10-04
Jelizavetinskaja [Yelizavetinskaya],russia,24755,krasnodar,2010-10-04
Jurovka [Yurovka],russia,3537,krasnodar,2010-10-04
Južnyj [Yuzhny],russia,3430,krasnodar,2010-10-04
Južnyj [Yuzhny],russia,5121,krasnodar,2010-10-04
Kabardinka,russia,7550,krasnodar,2010-10-04
Kalininskaja [Kalininskaya],russia,13391,krasnodar,2010-10-04
Kalnibolotskaja [Kalnibolotskaya],russia,5722,krasnodar,2010-10-04
Kamyševatskaja [Kamyshevatskaya],russia,5029,krasnodar,2010-10-04
Kanelovskaja [Kanelovskaya],russia,4305,krasnodar,2010-10-04
Kanevskaja [Kanevskaya],russia,44386,krasnodar,2010-10-04
Kavkazskaja [Kavkazskaya],russia,11164,krasnodar,2010-10-04
Kazanskaja [Kazanskaya],russia,10991,krasnodar,2010-10-04
Kijevskoje [Kiyevskoye],russia,5543,krasnodar,2010-10-04
Kirpil'skaja [Kirpilskaya],russia,5547,krasnodar,2010-10-04
Kisljakovskaja [Kislyakovskaya],russia,5145,krasnodar,2010-10-04
Konokovo,russia,7880,krasnodar,2010-10-04
Konstantinovskaja [Konstantinovskaya],russia,4008,krasnodar,2010-10-04
Kopanskaja [Kopanskaya],russia,3965,krasnodar,2010-10-04
Korenovsk,russia,41166,krasnodar,2010-10-04
Korževskij [Korzhevsky],russia,3683,krasnodar,2010-10-04
Krajevsko-Armjanskoje [Krayevsko-Armyanskoye],russia,1624,krasnodar,2010-10-04
Krasnaja Poljana [Krasnaya Polyana],russia,3523,krasnodar,2010-10-04
Krasnaja Poljana [Krasnaya Polyana],russia,4598,krasnodar,2010-10-04
Krasnodar,russia,744995,krasnodar,2010-10-04
Krasnosel'skij [Krasnoselsky],russia,7792,krasnodar,2010-10-04
Krasnosel'skoje [Krasnoselskoye],russia,3060,krasnodar,2010-10-04
Kropotkin,russia,80765,krasnodar,2010-10-04
Krylovskaja [Krylovskaya],russia,13621,krasnodar,2010-10-04
Krylovskaja [Krylovskaya],russia,6615,krasnodar,2010-10-04
Krymsk,russia,57382,krasnodar,2010-10-04
Kurčanskaja [Kurchanskaya],russia,6600,krasnodar,2010-10-04
Kurganinsk,russia,47970,krasnodar,2010-10-04
Kuščëvskaja [Kushchyovskaya],russia,28362,krasnodar,2010-10-04
Labinsk,russia,62864,krasnodar,2010-10-04
Ladožskaja [Ladozhskaya],russia,14828,krasnodar,2010-10-04
Lazurnyj [Lazurny],russia,2754,krasnodar,2010-10-04
Lenina,russia,7395,krasnodar,2010-10-04
Leningradskaja [Leningradskaya],russia,36940,krasnodar,2010-10-04
Loris,russia,3565,krasnodar,2010-10-04
L'vovskoje [Lvovskoye],russia,5171,krasnodar,2010-10-04
Majkopskoje [Maykopskoye],russia,4106,krasnodar,2010-10-04
Mar'janskaja [Maryanskaya],russia,10643,krasnodar,2010-10-04
Medvedovskaja [Medvedovskaya],russia,16793,krasnodar,2010-10-04
Michajlovskaja [Mikhaylovskaya],russia,8245,krasnodar,2010-10-04
Mingrel'skaja [Mingrelskaya],russia,5112,krasnodar,2010-10-04
Moldavanskoje [Moldavanskoye],russia,3277,krasnodar,2010-10-04
Mostovskoj [Mostovskoy],russia,25075,krasnodar,2010-10-04
Myschako [Myskhako],russia,7954,krasnodar,2010-10-04
Natuchajevskaja [Natukhayevskaya],russia,6922,krasnodar,2010-10-04
Nebug,russia,3972,krasnodar,2010-10-04
Neftegorsk,russia,5306,krasnodar,2010-10-04
Nekrasovskaja [Nekrasovskaya],russia,4838,krasnodar,2010-10-04
Nižnebakanskaja [Nizhnebakanskaya],russia,8277,krasnodar,2010-10-04
Nižnjaja Šilovka [Nizhnyaya Shilovka],russia,5432,krasnodar,2010-10-04
Novoaleksejevskaja [Novoalexeyevskaya],russia,3617,krasnodar,2010-10-04
Novoderevjankovskaja [Novoderevyankovskaya],russia,6795,krasnodar,2010-10-04
Novodmitrijevskaja [Novodmitriyevskaya],russia,5244,krasnodar,2010-10-04
Novodžerelijevskaja [Novodzhereliyevskaya],russia,5020,krasnodar,2010-10-04
Novokorsunskaja [Novokorsunskaya],russia,4945,krasnodar,2010-10-04
Novokubansk,russia,34880,krasnodar,2010-10-04
Novolabinskaja [Novolabinskaya],russia,3327,krasnodar,2010-10-04
Novoleuškovskaja [Novoleushkovskaya],russia,6462,krasnodar,2010-10-04
Novomalorossijskaja [Novomalorossyskaya],russia,5778,krasnodar,2010-10-04
Novomichajlovskij [Novomikhaylovsky],russia,10213,krasnodar,2010-10-04
Novominskaja [Novominskaya],russia,11971,krasnodar,2010-10-04
Novomyšastovskaja [Novomyshastovskaya],russia,10032,krasnodar,2010-10-04
Novonikolajevskaja [Novonikolayevskaya],russia,3622,krasnodar,2010-10-04
Novoplatnirovskaja [Novoplatnirovskaya],russia,3369,krasnodar,2010-10-04
Novopokrovskaja [Novopokrovskaya],russia,19684,krasnodar,2010-10-04
Novorossijsk [Novorossiysk],russia,241952,krasnodar,2010-10-04
Novoroždestvenskaja [Novorozhdestvenskaya],russia,6505,krasnodar,2010-10-04
Novoščerbinovskaja [Novoshcherbinovskaya],russia,6190,krasnodar,2010-10-04
Novotitarovskaja [Novotitarovskaya],russia,24754,krasnodar,2010-10-04
Novoukrainskij [Novoukrainsky],russia,3617,krasnodar,2010-10-04
Novoukrainskoje [Novoukrainskoye],russia,5768,krasnodar,2010-10-04
Novoveličkovskaja [Novovelichkovskaya],russia,9169,krasnodar,2010-10-04
Oktjabr'skaja [Oktyabrskaya],russia,11252,krasnodar,2010-10-04
Ol'ginskaja [Olginskaya],russia,4934,krasnodar,2010-10-04
Orel-Izumrud,russia,5726,krasnodar,2010-10-04
Otradnaja [Otradnaya],russia,23204,krasnodar,2010-10-04
Otrado-Kubanskoje [Otrado-Kubanskoye],russia,3789,krasnodar,2010-10-04
Otrado-Ol'ginskoje [Otrado-Olginskoye],russia,3554,krasnodar,2010-10-04
Parkovyj [Parkovy],russia,4542,krasnodar,2010-10-04
Pavlovskaja [Pavlovskaya],russia,31327,krasnodar,2010-10-04
Peredovaja [Peredovaya],russia,3922,krasnodar,2010-10-04
Perejaslovskaja [Pereyaslovskaya],russia,8424,krasnodar,2010-10-04
Pervorečenskoje [Pervorechenskoye],russia,2676,krasnodar,2010-10-04
Petropavlovskaja [Petropavlovskaya],russia,6683,krasnodar,2010-10-04
Petrovskaja [Petrovskaya],russia,13554,krasnodar,2010-10-04
Plastunovskaja [Plastunovskaya],russia,10264,krasnodar,2010-10-04
Platnirovskaja [Platnirovskaya],russia,12004,krasnodar,2010-10-04
Poltavskaja [Poltavskaya],russia,26490,krasnodar,2010-10-04
Poputnaja [Poputnaya],russia,5809,krasnodar,2010-10-04
Prigorodnyj [Prigorodny],russia,2226,krasnodar,2010-10-04
Prikubanskij [Prikubansky],russia,3001,krasnodar,2010-10-04
Primorsko-Achtarsk [Primorsko-Akhtarsk],russia,32257,krasnodar,2010-10-04
Privol'naja [Privolnaya],russia,6506,krasnodar,2010-10-04
Pročnookopskaja [Prochnookopskaya],russia,4676,krasnodar,2010-10-04
Psebaj [Psebay],russia,10839,krasnodar,2010-10-04
Pšechskaja [Pshekhskaya],russia,5064,krasnodar,2010-10-04
Rajevskaja [Rayevskaya],russia,10020,krasnodar,2010-10-04
Razdol'naja [Razdolnaya],russia,3181,krasnodar,2010-10-04
Razdol'noje [Razdolnoye],russia,2243,krasnodar,2010-10-04
Rjazanskaja [Ryazanskaya],russia,5412,krasnodar,2010-10-04
Rodniki,russia,3244,krasnodar,2010-10-04
Rodnikovskaja [Rodnikovskaya],russia,8346,krasnodar,2010-10-04
Rogovskaja [Rogovskaya],russia,7864,krasnodar,2010-10-04
Rossijskij [Rossysky],russia,707,krasnodar,2010-10-04
Saratovskaja [Saratovskaya],russia,6567,krasnodar,2010-10-04
Semigorskij [Semigorsky],russia,1589,krasnodar,2010-10-04
Sennoj [Sennoy],russia,3735,krasnodar,2010-10-04
Šepsi [Shepsi],russia,3196,krasnodar,2010-10-04
Severskaja [Severskaya],russia,24867,krasnodar,2010-10-04
Sirius,russia,...,krasnodar,2010-10-04
Širočanka [Shirochanka],russia,6025,krasnodar,2010-10-04
Škurinskaja [Shkurinskaya],russia,4597,krasnodar,2010-10-04
Slavjansk-na-Kubani [Slavyansk-na-Kubani],russia,63842,krasnodar,2010-10-04
Smolenskaja [Smolenskaya],russia,7591,krasnodar,2010-10-04
Soči [Sochi],russia,343334,krasnodar,2010-10-04
Sovchoznyj [Sovkhozny],russia,4226,krasnodar,2010-10-04
Sovetskaja [Sovetskaya],russia,9021,krasnodar,2010-10-04
Spokojnaja [Spokoynaya],russia,5458,krasnodar,2010-10-04
Staraja Stanica [Staraya Stanitsa],russia,7612,krasnodar,2010-10-04
Staroderevjankovskaja [Staroderevyankovskaya],russia,12998,krasnodar,2010-10-04
Starodžerelijevskaja [Starodzhereliyevskaya],russia,2937,krasnodar,2010-10-04
Starokorsunskaja [Starokorsunskaya],russia,12238,krasnodar,2010-10-04
Staroleuškovskaja [Staroleushkovskaya],russia,5251,krasnodar,2010-10-04
Starominskaja [Starominskaya],russia,29809,krasnodar,2010-10-04
Staromyšastovskaja [Staromyshastovskaya],russia,10610,krasnodar,2010-10-04
Staronižesteblijevskaja [Staronizhestebliyevskaya],russia,10260,krasnodar,2010-10-04
Staroščerbinovskaja [Staroshcherbinovskaya],russia,18010,krasnodar,2010-10-04
Starotitarovskaja [Starotitarovskaya],russia,12164,krasnodar,2010-10-04
Staroveličkovskaja [Starovelichkovskaya],russia,13459,krasnodar,2010-10-04
Strelka,russia,4967,krasnodar,2010-10-04
Sukko,russia,3156,krasnodar,2010-10-04
Supsech [Supsekh],russia,6669,krasnodar,2010-10-04
Taman',russia,10027,krasnodar,2010-10-04
Tbilisskaja [Tbilisskaya],russia,25317,krasnodar,2010-10-04
Temirgojevskaja [Temirgoyevskaya],russia,7529,krasnodar,2010-10-04
Temižbekskaja [Temizhbekskaya],russia,5778,krasnodar,2010-10-04
Temrjuk [Temryuk],russia,38046,krasnodar,2010-10-04
Ternovskaja [Ternovskaya],russia,6082,krasnodar,2010-10-04
Tichoreck [Tikhoretsk],russia,61823,krasnodar,2010-10-04
Timašëvsk [Timashyovsk],russia,53924,krasnodar,2010-10-04
Troickaja [Troitskaya],russia,6786,krasnodar,2010-10-04
Trudobelikovskij [Trudobelikovsky],russia,9393,krasnodar,2010-10-04
Tuapse,russia,63292,krasnodar,2010-10-04
Tverskaja [Tverskaya],russia,3208,krasnodar,2010-10-04
Udobnaja [Udobnaya],russia,5314,krasnodar,2010-10-04
Uspenskaja [Uspenskaya],russia,4185,krasnodar,2010-10-04
Uspenskoje [Uspenskoye],russia,12409,krasnodar,2010-10-04
Ust'-Labinsk [Ust-Labinsk],russia,43270,krasnodar,2010-10-04
Varenikovskaja [Varenikovskaya],russia,14881,krasnodar,2010-10-04
Vasjurinskaja [Vasyurinskaya],russia,13339,krasnodar,2010-10-04
Velikovečnoje [Velikovechnoye],russia,5812,krasnodar,2010-10-04
Vency [Ventsy],russia,3891,krasnodar,2010-10-04
Verchnebakanskij [Verkhnebakansky],russia,6773,krasnodar,2010-10-04
Verchnij Jurt [Verkhny Yurt],russia,2807,krasnodar,2010-10-04
Vesëloje [Vesyoloye],russia,4140,krasnodar,2010-10-04
Vinogradnyj [Vinogradny],russia,3354,krasnodar,2010-10-04
Vitjazevo [Vityazevo],russia,7936,krasnodar,2010-10-04
Vladimirskaja [Vladimirskaya],russia,7217,krasnodar,2010-10-04
Volkovka,russia,2351,krasnodar,2010-10-04
Vol'noje [Volnoye],russia,3504,krasnodar,2010-10-04
Voronežskaja [Voronezhskaya],russia,8562,krasnodar,2010-10-04
Voznesenskaja [Voznesenskaya],russia,6546,krasnodar,2010-10-04
Vyselki,russia,19426,krasnodar,2010-10-04
Vyšesteblijevskaja [Vyshestebliyevskaya],russia,3779,krasnodar,2010-10-04
Vysokoje [Vysokoye],russia,3910,krasnodar,2010-10-04
Zavetnyj [Zavetny],russia,4854,krasnodar,2010-10-04
Znamenskij [Znamensky],russia,6242,krasnodar,2010-10-04
Aban,russia,9187,krasnoyarsk,2010-10-04
Ačinsk [Achinsk],russia,109155,krasnoyarsk,2010-10-04
Aginskoje [Aginskoye],russia,5584,krasnoyarsk,2010-10-04
Artëmovsk [Artyomovsk],russia,2179,krasnoyarsk,2010-10-04
Balachta [Balakhta],russia,7410,krasnoyarsk,2010-10-04
Berëzovka [Beryozovka],russia,20887,krasnoyarsk,2010-10-04
Bogotol,russia,21051,krasnoyarsk,2010-10-04
Bogučany [Boguchany],russia,11232,krasnoyarsk,2010-10-04
Bol'šaja Irba [Bolshaya Irba],russia,4464,krasnoyarsk,2010-10-04
Bol'šaja Murta [Bolshaya Murta],russia,7905,krasnoyarsk,2010-10-04
Bol'šoj Uluj [Bolshoy Uluy],russia,3340,krasnoyarsk,2010-10-04
Borodino,russia,17416,krasnoyarsk,2010-10-04
Dikson,russia,676,krasnoyarsk,2010-10-04
Divnogorsk,russia,28272,krasnoyarsk,2010-10-04
Dubinino,russia,9497,krasnoyarsk,2010-10-04
Dudinka,russia,22175,krasnoyarsk,2010-10-04
Dzeržinskoje [Dzerzhinskoye],russia,7374,krasnoyarsk,2010-10-04
Gorjačegorsk [Goryachegorsk],russia,756,krasnoyarsk,2010-10-04
Idrinskoje [Idrinskoye],russia,5135,krasnoyarsk,2010-10-04
Igarka,russia,6183,krasnoyarsk,2010-10-04
Ilanskij [Ilansky],russia,16111,krasnoyarsk,2010-10-04
Irbejskoje [Irbeyskoye],russia,4687,krasnoyarsk,2010-10-04
Irša [Irsha],russia,1236,krasnoyarsk,2010-10-04
Jemel'janovo [Yemelyanovo],russia,12055,krasnoyarsk,2010-10-04
Jenisejsk [Yeniseysk],russia,18766,krasnoyarsk,2010-10-04
Jermakovskoje [Yermakovskoye],russia,8557,krasnoyarsk,2010-10-04
Kansk,russia,94226,krasnoyarsk,2010-10-04
Karatuzskoje [Karatuzskoye],russia,7456,krasnoyarsk,2010-10-04
Kazačinskoje [Kazachinskoye],russia,3864,krasnoyarsk,2010-10-04
Kedrovyj [Kedrovy],russia,4692,krasnoyarsk,2010-10-04
Kodinsk,russia,14830,krasnoyarsk,2010-10-04
Košurnikovo [Koshurnikovo],russia,3492,krasnoyarsk,2010-10-04
Kozul'ka [Kozulka],russia,7998,krasnoyarsk,2010-10-04
Krasnojarsk [Krasnoyarsk],russia,973826,krasnoyarsk,2010-10-04
Krasnokamensk,russia,4667,krasnoyarsk,2010-10-04
Krasnoturansk,russia,5790,krasnoyarsk,2010-10-04
Kuragino,russia,13743,krasnoyarsk,2010-10-04
Lesosibirsk,russia,61139,krasnoyarsk,2010-10-04
Mazul'skij [Mazulsky],russia,1293,krasnoyarsk,2010-10-04
Minino,russia,1975,krasnoyarsk,2010-10-04
Minusinsk,russia,71170,krasnoyarsk,2010-10-04
Motygino,russia,5902,krasnoyarsk,2010-10-04
Nazarovo,russia,52817,krasnoyarsk,2010-10-04
Nižnij Ingaš [Nizhny Ingash],russia,7583,krasnoyarsk,2010-10-04
Nižnjaja Pojma [Nizhnyaya Poyma],russia,9000,krasnoyarsk,2010-10-04
Noril'sk [Norilsk],russia,175365,krasnoyarsk,2010-10-04
Novobiriljussy [Novobirilyussy],russia,4141,krasnoyarsk,2010-10-04
Novočernorečenskij [Novochernorechensky],russia,3802,krasnoyarsk,2010-10-04
Novoselovo,russia,5980,krasnoyarsk,2010-10-04
Oktjabr'skij [Oktyabrsky],russia,5879,krasnoyarsk,2010-10-04
Partizanskoje [Partizanskoye],russia,3525,krasnoyarsk,2010-10-04
Podgornyj [Podgorny],russia,6760,krasnoyarsk,2010-10-04
Podtësovo,russia,4718,krasnoyarsk,2010-10-04
Razdolinsk,russia,2502,krasnoyarsk,2010-10-04
Sajanskij [Sayansky],russia,4047,krasnoyarsk,2010-10-04
Šalinskoje [Shalinskoye],russia,3932,krasnoyarsk,2010-10-04
Šarypovo [Sharypovo],russia,38561,krasnoyarsk,2010-10-04
Severo-Jenisejskij [Severo-Yeniseysky],russia,6950,krasnoyarsk,2010-10-04
Snežnogorsk [Snezhnogorsk],russia,887,krasnoyarsk,2010-10-04
Solnečnyj [Solnechny],russia,10384,krasnoyarsk,2010-10-04
Soloncy [Solontsy],russia,3786,krasnoyarsk,2010-10-04
Sosnovoborsk,russia,33091,krasnoyarsk,2010-10-04
Strelka,russia,5040,krasnoyarsk,2010-10-04
Suchobuzimskoje [Sukhobuzimskoye],russia,4361,krasnoyarsk,2010-10-04
Šušenskoje [Shushenskoye],russia,17513,krasnoyarsk,2010-10-04
Tajëžnyj [Tayozhny],russia,6048,krasnoyarsk,2010-10-04
Tasejevo [Taseyevo],russia,8038,krasnoyarsk,2010-10-04
Tjuchtet [Tyukhtet],russia,4791,krasnoyarsk,2010-10-04
Tura,russia,5535,krasnoyarsk,2010-10-04
Turuchansk [Turukhansk],russia,4662,krasnoyarsk,2010-10-04
Ujar [Uyar],russia,12665,krasnoyarsk,2010-10-04
Užur [Uzhur],russia,16093,krasnoyarsk,2010-10-04
Zaozërnyj [Zaozyorny],russia,10681,krasnoyarsk,2010-10-04
Zelenogorsk,russia,66056,krasnoyarsk,2010-10-04
Zelënyj Bor [Zeleny Bor],russia,2778,krasnoyarsk,2010-10-04
Železnogorsk [Zheleznogorsk],russia,84795,krasnoyarsk,2010-10-04
Zykovo,russia,5924,krasnoyarsk,2010-10-04
Al'menevo [Almenevo],russia,4310,kurgan,2010-10-04
Belozerskoje [Belozerskoye],russia,4141,kurgan,2010-10-04
Celinnoje [Tselinnoye],russia,5076,kurgan,2010-10-04
Dalmatovo,russia,13911,kurgan,2010-10-04
Gljadjanskoje [Glyadyanskoye],russia,3964,kurgan,2010-10-04
Ikovka,russia,4672,kurgan,2010-10-04
Jurgamyš [Yurgamysh],russia,7616,kurgan,2010-10-04
Kargapolje [Kargapolye],russia,8433,kurgan,2010-10-04
Katajsk [Kataysk],russia,14003,kurgan,2010-10-04
Ketovo,russia,7251,kurgan,2010-10-04
Krasnyj Oktjabr' [Krasny Oktyabr],russia,4234,kurgan,2010-10-04
Kurgan,russia,333606,kurgan,2010-10-04
Kurtamyš [Kurtamysh],russia,17099,kurgan,2010-10-04
Lebjažje [Lebyazhye],russia,6452,kurgan,2010-10-04
Lesnikovo,russia,5056,kurgan,2010-10-04
Makušino [Makushino],russia,8338,kurgan,2010-10-04
Miškino [Mishkino],russia,8034,kurgan,2010-10-04
Mokrousovo,russia,4849,kurgan,2010-10-04
Petuchovo [Petukhovo],russia,11292,kurgan,2010-10-04
Polovinnoje [Polovinnoye],russia,4645,kurgan,2010-10-04
Šadrinsk [Shadrinsk],russia,77756,kurgan,2010-10-04
Safakulevo,russia,3629,kurgan,2010-10-04
Šatrovo [Shatrovo],russia,5688,kurgan,2010-10-04
Ščučje [Shchuchye],russia,10973,kurgan,2010-10-04
Šumicha [Shumikha],russia,17819,kurgan,2010-10-04
Vargaši [Vargashi],russia,9254,kurgan,2010-10-04
Vvedenskoje [Vvedenskoye],russia,4537,kurgan,2010-10-04
Zverinogolovskoje [Zverinogolovskoye],russia,4060,kurgan,2010-10-04
Čeremisinovo [Cheremisinovo],russia,3812,kursk,2010-10-04
Chomutovka [Khomutovka],russia,4230,kursk,2010-10-04
D'jakonovo [Dyakonovo],russia,3906,kursk,2010-10-04
Dmitrijev-L'govskij [Dmitriyev-Lgovsky],russia,7728,kursk,2010-10-04
Fatež [Fatezh],russia,5404,kursk,2010-10-04
Gluškovo [Glushkovo],russia,5349,kursk,2010-10-04
Goršečnoje [Gorshechnoye],russia,6137,kursk,2010-10-04
Imeni Karla Libknechta [Imeni Karla Libknekhta],russia,7682,kursk,2010-10-04
Ivanino,russia,2427,kursk,2010-10-04
Kastornoje [Kastornoye],russia,3848,kursk,2010-10-04
Kirovskij [Kirovsky],russia,2776,kursk,2010-10-04
Konyšëvka [Konyshevka],russia,3748,kursk,2010-10-04
Korenevo,russia,6119,kursk,2010-10-04
Kšenskij [Kshensky],russia,6128,kursk,2010-10-04
Kurčatov [Kurchatov],russia,42706,kursk,2010-10-04
Kursk,russia,415159,kursk,2010-10-04
L'gov [Lgov],russia,21453,kursk,2010-10-04
Magnitnyj [Magnitny],russia,1964,kursk,2010-10-04
Maršala Žukova [Marshala Zhukova],russia,4715,kursk,2010-10-04
Medvenka,russia,4398,kursk,2010-10-04
Michajlovka [Mikhaylovka],russia,2554,kursk,2010-10-04
Novokastornoje [Novokastornoye],russia,2014,kursk,2010-10-04
Obojan' [Oboyan],russia,13565,kursk,2010-10-04
Olymskij [Olymsky],russia,2618,kursk,2010-10-04
Ponyri,russia,4791,kursk,2010-10-04
Pristen',russia,5297,kursk,2010-10-04
