Name,Native,Status,12/01/1989,09/10/2002,14/10/2010,01/10/2021,Oblast
Tyret' 1-ja [Tyret 1-Ya],Тыреть 1-я,Urban Settlement,Zalarinskij Rajon,"4,191","3,855","3,564",irkustsk
Uk,Ук,Urban Settlement,Nižneudinskij Rajon,"2,404","1,827","1,314",irkustsk
Ul'kan [Ulkan],Улькан,Urban Settlement,Kazačinsko-Lenskij Rajon,"5,853","5,412","4,073",irkustsk
Usolje-Sibirskoje [Usolye-Sibirskoye],Усолье-Сибирское,City,Usolje-Sibirskoje,"90,161","83,327","74,762",irkustsk
Ust'-Ilimsk [Ust-Ilimsk],Усть-Илимск,City,Ust'-Ilimsk,"100,592","86,610","79,570",irkustsk
Ust'-Kuda [Ust-Kuda],Усть-Куда,Hamlet,Irkutskij Rajon,"1,451","2,010","4,846",irkustsk
Ust'-Kut [Ust-Kut],Усть-Кут,City,Ust'-Kutskij Rajon,"49,951","45,375","36,918",irkustsk
Ust'-Ordynskij [Ust-Ordynsky],Усть-Ордынский,Rural Settlement,Èchirit-Bulagatskij Rajon,"14,335","14,891","15,364",irkustsk
Ust'-Uda [Ust-Uda],Усть-Уда,Rural Settlement,Ust'-Udinskij Rajon,"5,307","5,173","4,918",irkustsk
Vichorevka [Vikhorevka],Вихоревка,City,Bratskij Rajon,"24,763","22,520","21,719",irkustsk
Vidim,Видим,Urban Settlement,Nižneilimskij Rajon,"1,453","1,236",930,irkustsk
Vitimskij [Vitimsky],Витимский,Urban Settlement,Mamsko-Čujskij Rajon,909,457,245,irkustsk
Zalari,Залари,Urban Settlement,Zalarinskij Rajon,"10,041","9,600","9,879",irkustsk
Železnodorožnyj [Zheleznodorozhny],Железнодорожный,Urban Settlement,Ust'-Ilimskij Rajon,"7,832","7,032","5,956",irkustsk
Železnogorsk-Ilimskij [Zheleznogorsk-Ilimsky],Железногорск-Илимский,City,Nižneilimskij Rajon,"29,093","26,079","21,621",irkustsk
Žigalovo [Zhigalovo],Жигалово,Urban Settlement,Žigalovskij Rajon,"5,412","5,369","5,494",irkustsk
Zima,Зима,City,Zima,"34,899","32,508","30,640",irkustsk
Zvëzdnyj [Zvyozdny],Звёздный,Urban Settlement,Ust'-Kutskij Rajon,"1,228",957,775,irkustsk
Furmanov,Фурманов,City,Furmanovskij Rajon,"39,691","36,144","29,715",ivanovo
Gavrilov Posad,Гаврилов Посад,City,Gavrilovo-Posadskij Rajon,"7,193","6,434","5,429",ivanovo
Il'inskoje-Chovanskoje [Ilyinskoye-Khovanskoye],Ильинское-Хованское,Urban Settlement,Il'inskij Rajon,"3,768","3,426","3,092",ivanovo
Ivanovo,Иваново,City,Ivanovo,"431,721","408,330","361,644",ivanovo
Jurjevec [Yuryevets],Юрьевец,City,Jurjeveckij Rajon,"12,664","10,210","7,899",ivanovo
Juža [Yuzha],Южа,City,Južskij Rajon,"15,636","14,170","12,957",ivanovo
Kamenka,Каменка,Urban Settlement,Vičugskij Rajon,"4,269","3,981","3,689",ivanovo
Kinešma [Kineshma],Кинешма,City,Kinešma,"95,233","88,164","77,694",ivanovo
Kochma [Kokhma],Кохма,City,Kochma,"28,761","29,411","30,940",ivanovo
Kolobovo,Колобово,Urban Settlement,Šujskij Rajon,"3,013","2,451","2,387",ivanovo
Komsomol'sk [Komsomolsk],Комсомольск,City,Komsomol'skij Rajon,"9,595","8,693","8,364",ivanovo
Ležnevo [Lezhnevo],Лежнево,Urban Settlement,Ležnevskij Rajon,"8,314","8,034","7,297",ivanovo
Luch [Lukh],Лух,Urban Settlement,Luchskij Rajon,"3,268","3,024","2,572",ivanovo
Navoloki,Наволоки,City,Kinešemskij Rajon,"11,248","10,206","8,167",ivanovo
Nerl',Нерль,Urban Settlement,Tejkovskij Rajon,"2,373","2,052","2,016",ivanovo
Novopiscovo [Novopistsovo],Новописцово,Urban Settlement,Vičugskij Rajon,"3,172","2,748","2,322",ivanovo
Novo-Talicy [Novo-Talitsy],Ново-Талицы,Village,Ivanovskij Rajon,"8,844","8,563","7,955",ivanovo
Palech [Palekh],Палех,Urban Settlement,Palechskij Rajon,"5,814","5,337","4,633",ivanovo
Pestjaki [Pestyaki],Пестяки,Urban Settlement,Pestjakovskij Rajon,"4,319","4,028","3,097",ivanovo
Petrovskij [Petrovsky],Петровский,Urban Settlement,Gavrilovo-Posadskij Rajon,"3,047","2,558","1,883",ivanovo
Piscovo [Pistsovo],Писцово,Village,Komsomol'skij Rajon,"2,873","3,629","3,717",ivanovo
Plës [Plyos],Плёс,City,Privolžskij Rajon,"2,790","2,340","1,896",ivanovo
Privolžsk [Privolzhsk],Приволжск,City,Privolžskij Rajon,"18,385","16,747","14,332",ivanovo
Pučež [Puchezh],Пучеж,City,Pučežskij Rajon,"10,345","8,588","6,879",ivanovo
Rodniki,Родники,City,Rodnikovskij Rajon,"28,447","26,310","24,101",ivanovo
Savino,Савино,Urban Settlement,Savinskij Rajon,"6,349","5,507","4,722",ivanovo
Staraja Vičuga [Staraya Vichuga],Старая Вичуга,Urban Settlement,Vičugskij Rajon,"5,797","5,325","4,568",ivanovo
Šuja [Shuya],Шуя,City,Šuja,"62,449","58,486","55,225",ivanovo
Tejkovo [Teykovo],Тейково,City,Tejkovo,"36,686","34,976","31,305",ivanovo
Verchnij Landech [Verkhny Landekh],Верхний Ландех,Urban Settlement,Verchnelandechovskij Rajon,"2,080","2,027","1,633",ivanovo
Vičuga [Vichuga],Вичуга,City,Vičuga,"40,870","37,583","30,694",ivanovo
Zavolžsk [Zavolzhsk],Заволжск,City,Zavolžskij Rajon,"13,455","12,045","8,896",ivanovo
Bol'šoje Selo [Bolshoye Selo],Большое Село,Village,Bol'šesel'skij Rajon,"3,721","3,522","3,455",yaroslavl
Borisoglebskij [Borisoglebsky],Борисоглебский,Urban Settlement,Borisoglebskij Rajon,"5,957","5,646","5,453",yaroslavl
Burmakino,Бурмакино,Urban Settlement,Nekrasovskij Rajon,"3,389","2,945","2,610",yaroslavl
Danilov,Данилов,City,Danilovskij Rajon,"17,245","15,861","13,677",yaroslavl
Gavrilov-Jam [Gavrilov-Yam],Гаврилов-Ям,City,Gavrilov-Jamskij Rajon,"19,105","17,791","16,084",yaroslavl
Išnja [Ishnya],Ишня,Urban Settlement,Rostovskij Rajon,"3,368","3,127","2,733",yaroslavl
Ivnjaki [Ivnyaki],Ивняки,Rural Settlement,Jaroslavskij Rajon,"2,546","2,709","4,570",yaroslavl
Jaroslavl' [Yaroslavl],Ярославль,City,Jaroslavl',"613,088","591,486","577,279",yaroslavl
Konstantinovskij [Konstantinovsky],Константиновский,Urban Settlement,Tutajevskij Rajon,"5,840","5,613","5,054",yaroslavl
Krasnyj Bor [Krasny Bor],Красный Бор,Rural Settlement,Jaroslavskij Rajon,462,"1,023","6,618",yaroslavl
Krasnyj Profintern [Krasny Profintern],Красный Профинтерн,Urban Settlement,Nekrasovskij Rajon,"1,499","1,256","1,088",yaroslavl
Kuznečicha [Kuznechikha],Кузнечиха,Hamlet,Jaroslavskij Rajon,"3,296","3,156","4,209",yaroslavl
Lesnaja Poljana [Lesnaya Polyana],Лесная Поляна,Urban Settlement,Jaroslavskij Rajon,"3,158","2,974","2,492",yaroslavl
Ljubim [Lyubim],Любим,City,Ljubimskij Rajon,"6,254","5,555","5,037",yaroslavl
Myškin [Myshkin],Мышкин,City,Myškinskij Rajon,"6,076","5,932","5,621",yaroslavl
Nekrasovskoje [Nekrasovskoye],Некрасовское,Urban Settlement,Nekrasovskij Rajon,"6,489","6,154","6,079",yaroslavl
Novyj Nekouz [Novy Nekouz],Новый Некоуз,Village,Nekouzskij Rajon,"3,707","3,462","3,260",yaroslavl
Pereslavl'-Zalesskij [Pereslavl-Zalessky],Переславль-Залесский,City,Pereslavl'-Zalesskij,"43,379","41,925","37,738",yaroslavl
Petrovskoje [Petrovskoye],Петровское,Urban Settlement,Rostovskij Rajon,"5,438","4,875","4,478",yaroslavl
Porečje-Rybnoje [Porechye-Rybnoye],Поречье-Рыбное,Urban Settlement,Rostovskij Rajon,"1,875","1,727","1,447",yaroslavl
Pošechonje [Poshekhonye],Пошехонье,City,Pošechonskij Rajon,"6,973","6,084","5,150",yaroslavl
Prečistoje [Prechistoye],Пречистое,Urban Settlement,Pervomajskij Rajon,"5,092","4,846","4,486",yaroslavl
Rostov,Ростов,City,Rostovskij Rajon,"34,141","31,792","28,122",yaroslavl
Rybinsk,Рыбинск,City,Rybinsk,"222,653","200,771","177,295",yaroslavl
Semibratovo,Семибратово,Urban Settlement,Rostovskij Rajon,"7,672","7,096","6,511",yaroslavl
Tutajev [Tutayev],Тутаев,City,Tutajevskij Rajon,"42,644","41,005","39,643",yaroslavl
Uglič [Uglich],Углич,City,Ugličskij Rajon,"38,260","34,507","32,719",yaroslavl
Amurzet,Амурзет,Village,Oktjabr'skij Rajon,"5,382","5,051","3,953",jewish
Babstovo,Бабстово,Village,Leninskij Rajon,"3,804","4,465","4,024",jewish
Bira,Бира,Urban Settlement,Oblučenskij Rajon,"4,311","3,167","2,847",jewish
Birobidžan [Birobidzhan],Биробиджан,City,Birobidžan,"77,250","75,413","70,064",jewish
Chingansk [Khingansk],Хинганск,Urban Settlement,Oblučenskij Rajon,"2,161","1,459",909,jewish
Izvestkovyj [Izvestkovy],Известковый,Urban Settlement,Oblučenskij Rajon,"2,229","1,809","1,357",jewish
Kul'dur [Kuldur],Кульдур,Urban Settlement,Oblučenskij Rajon,"1,957","1,609","1,355",jewish
Leninskoje [Leninskoye],Ленинское,Village,Leninskij Rajon,"7,048","6,109","4,785",jewish
Londoko-zavod,Лондоко-завод,Urban Settlement,Oblučenskij Rajon,"1,340","1,067","1,031",jewish
Nikolajevka [Nikolayevka],Николаевка,Urban Settlement,Smidovičskij Rajon,"7,650","7,912","6,272",jewish
Oblučje [Obluchye],Облучье,City,Oblučenskij Rajon,"11,069","9,379","7,959",jewish
Priamurskij [Priamursky],Приамурский,Urban Settlement,Smidovičskij Rajon,"3,675","4,047","3,158",jewish
Ptičnik [Ptichnik],Птичник,Village,Birobidžanskij Rajon,"2,969","3,194","3,055",jewish
Smidovič [Smidovich],Смидович,Urban Settlement,Smidovičskij Rajon,"5,905","5,120","4,298",jewish
Teploozërsk,Теплоозёрск,Urban Settlement,Oblučenskij Rajon,"5,124","4,311","3,540",jewish
Voločajevka-2 [Volochayevka-2],Волочаевка-2,Urban Settlement,Smidovičskij Rajon,"2,035","1,937","1,943",jewish
Aleksandrovskaja [Alexandrovskaya],Александровская,Stanitsa,Majskij Rajon,"3,897","3,701","3,705",kabardino-balkaria
Altud,Алтуд,Village,Prochladnenskij Rajon,"5,416","5,326","6,091",kabardino-balkaria
Anzorej [Anzorey],Анзорей,Village,Leskenskij Rajon,"6,931","6,551","7,631",kabardino-balkaria
Argudan,Аргудан,Village,Leskenskij Rajon,"8,010","8,185","8,910",kabardino-balkaria
Atažukino [Atazhukino],Атажукино,Village,Baksanskij Rajon,"5,663","5,516","6,101",kabardino-balkaria
Aušiger [Aushiger],Аушигер,Village,Čerekskij Rajon,"4,811","4,807","5,105",kabardino-balkaria
Babugent,Бабугент,Village,Čerekskij Rajon,"2,893","3,408","3,897",kabardino-balkaria
Baksan,Баксан,City,Baksan,"35,805","36,860","39,593",kabardino-balkaria
Baksanënok [Baksanyonok],Баксанёнок,Village,Baksanskij Rajon,"6,853","7,220","8,531",kabardino-balkaria
Belaja Rečka [Belaya Rechka],Белая Речка,Village,Nal'čik,"3,324","3,430","3,776",kabardino-balkaria
Čegem [Chegem],Чегем,City,Čegemskij Rajon,"17,893","18,019","20,736",kabardino-balkaria
Čegem Vtoroj [Chegem Vtoroy],Чегем Второй,Village,Čegemskij Rajon,"10,632","10,769","10,689",kabardino-balkaria
Chasan'ja [Khasanya],Хасанья,Village,Nal'čik,"10,190","10,829","9,772",kabardino-balkaria
Chatujej [Khatuyey],Хатуей,Village,Leskenskij Rajon,"3,736","3,549","3,876",kabardino-balkaria
Dejskoje [Deyskoye],Дейское,Village,Terskij Rajon,"4,598","4,630","5,029",kabardino-balkaria
Dygulybgej [Dygulybgey],Дыгулыбгей,Village,Baksan,"20,355","20,228","20,852",kabardino-balkaria
Èl'brus [Elbrus],Эльбрус,Village,Èl'brusskij Rajon,"3,375","3,137","3,818",kabardino-balkaria
Germenčik [Germenchik],Герменчик,Village,Urvanskij Rajon,"4,009","3,838","4,058",kabardino-balkaria
Islamej [Islamey],Исламей,Village,Baksanskij Rajon,"10,582","11,261","11,760",kabardino-balkaria
Janikoj [Yanikoy],Яникой,Village,Čegemskij Rajon,"2,685","2,792","3,505",kabardino-balkaria
Jekaterinogradskaja [Yekaterinogradskaya],Екатериноградская,Stanitsa,Prochladnenskij Rajon,"3,729","3,675","3,632",kabardino-balkaria
Kachun [Kakhun],Кахун,Village,Urvanskij Rajon,"7,272","7,106","7,814",kabardino-balkaria
Kamennomostskoje [Kamennomostskoye],Каменномостское,Village,Zol'skij Rajon,"6,132","5,758","6,040",kabardino-balkaria
Karagač [Karagach],Карагач,Village,Prochladnenskij Rajon,"5,699","5,740","6,574",kabardino-balkaria
Këndelen [Kyondelen],Кёнделен,Village,Èl'brusskij Rajon,"5,855","6,338","6,837",kabardino-balkaria
Kenže [Kenzhe],Кенже,Village,Nal'čik,"10,326","9,669","9,969",kabardino-balkaria
Kišpek [Kishpek],Кишпек,Village,Baksanskij Rajon,"4,201","4,554","4,917",kabardino-balkaria
Kotljarevskaja [Kotlyarevskaya],Котляревская,Stanitsa,Majskij Rajon,"3,774","3,468","3,193",kabardino-balkaria
Kuba,Куба,Village,Baksanskij Rajon,"5,018","5,058","5,161",kabardino-balkaria
Kuba-Taba,Куба-Таба,Village,Baksanskij Rajon,"3,086","3,068","3,134",kabardino-balkaria
Lečinkaj [Lechinkay],Лечинкай,Village,Čegemskij Rajon,"4,208","4,206","5,309",kabardino-balkaria
Majskij [Maysky],Майский,City,Majskij Rajon,"27,037","26,755","26,632",kabardino-balkaria
Malka,Малка,Village,Zol'skij Rajon,"7,010","6,664","7,143",kabardino-balkaria
Nal'čik [Nalchik],Нальчик,City,Nal'čik,"274,974","240,203","247,054",kabardino-balkaria
Nartan,Нартан,Village,Čegemskij Rajon,"12,325","12,813","16,075",kabardino-balkaria
Nartkala,Нарткала,City,Urvanskij Rajon,"33,775","31,694","33,203",kabardino-balkaria
Nižnij Čerek [Nizhny Cherek],Нижний Черек,Village,Urvanskij Rajon,"3,008","2,999","3,064",kabardino-balkaria
Nižnij Kurkužin [Nizhny Kurkuzhin],Нижний Куркужин,Village,Baksanskij Rajon,"3,567","3,600","3,601",kabardino-balkaria
Planovskoje [Planovskoye],Плановское,Village,Terskij Rajon,"3,381","3,456","3,641",kabardino-balkaria
Primalkinskoje [Primalkinskoye],Прималкинское,Village,Prochladnenskij Rajon,"4,731","4,636","5,664",kabardino-balkaria
Prochladnyj [Prokhladny],Прохладный,City,Prochladnyj,"61,772","59,601","59,938",kabardino-balkaria
Psygansu,Псыгансу,Village,Urvanskij Rajon,"6,685","6,419","6,990",kabardino-balkaria
Šaluška [Shalushka],Шалушка,Village,Čegemskij Rajon,"11,240","11,158","13,660",kabardino-balkaria
Sarmakovo,Сармаково,Village,Zol'skij Rajon,"9,309","8,007","8,498",kabardino-balkaria
Soldatskaja [Soldatskaya],Солдатская,Stanitsa,Prochladnenskij Rajon,"4,516","4,344","4,622",kabardino-balkaria
Staryj Čerek [Stary Cherek],Старый Черек,Village,Urvanskij Rajon,"6,507","6,203","6,738",kabardino-balkaria
Terek,Терек,City,Terskij Rajon,"20,255","19,170","19,948",kabardino-balkaria
Tyrnyauz,Тырныауз,City,Èl'brusskij Rajon,"21,092","21,000","22,056",kabardino-balkaria
Uruch [Urukh],Урух,Village,Leskenskij Rajon,"4,233","4,122","4,519",kabardino-balkaria
Urvan',Урвань,Village,Urvanskij Rajon,"5,324","5,380","5,696",kabardino-balkaria
Verchnij Kurkužin [Verkhny Kurkuzhin],Верхний Куркужин,Village,Baksanskij Rajon,"3,038","3,060","3,056",kabardino-balkaria
Verchnjaja Balkarija [Verkhnyaya Balkariya],Верхняя Балкария,Village,Čerekskij Rajon,"3,957","4,177","5,066",kabardino-balkaria
Zajukovo [Zayukovo],Заюково,Village,Baksanskij Rajon,"10,252","11,229","11,976",kabardino-balkaria
Žemtala [Zhemtala],Жемтала,Village,Čerekskij Rajon,"3,171","3,260","3,126",kabardino-balkaria
Bagrationovsk,Багратионовск,City,Bagrationovsk,"7,216","6,400","6,417",kaliningrad
Baltijsk [Baltiysk],Балтийск,City,Baltijsk,"33,252","32,697","26,796",kaliningrad
Bol'šoje Isakovo [Bolshoye Isakovo],Большое Исаково,Rural Settlement,Gurjevskij,"2,499","3,187","6,877",kaliningrad
Černjachovsk [Chernyakhovsk],Черняховск,City,Černjachovsk,"44,323","40,449","36,128",kaliningrad
Golubevo,Голубево,Rural Settlement,Gurjevskij,244,351,"3,739",kaliningrad
Gurjevsk [Guryevsk],Гурьевск,City,Gurjevskij,"10,913","12,431","26,760",kaliningrad
Gusev,Гусев,City,Gusevskij,"28,467","28,260","29,234",kaliningrad
Gvardejsk [Gvardeysk],Гвардейск,City,Gvardejskij,"14,572","13,899","14,122",kaliningrad
Jantarnyj [Yantarny],Янтарный,Urban Settlement,Jantarnyj,"5,455","5,524","6,645",kaliningrad
Kaliningrad,Калининград,City,Kaliningrad,"430,003","431,902","490,449",kaliningrad
Krasnoznamensk,Краснознаменск,City,Krasnoznamenskij,"3,751","3,522","3,419",kaliningrad
Laduškin [Ladushkin],Ладушкин,City,Laduškin,"3,796","3,787","3,666",kaliningrad
Lugovoje [Lugovoye],Луговое,Rural Settlement,Gurjevskij,"1,233","1,716","3,319",kaliningrad
Maloje Isakovo [Maloye Isakovo],Малое Исаково,Rural Settlement,Gurjevskij,"1,697","2,543","5,467",kaliningrad
Mamonovo,Мамоново,City,Mamonovo,"7,393","7,761","8,314",kaliningrad
Neman,Неман,City,Neman,"12,714","11,798","9,255",kaliningrad
Nesterov,Нестеров,City,Nesterov,"5,049","4,595","3,336",kaliningrad
Ozërsk [Ozyorsk],Озёрск,City,Ozërskij,"5,801","4,740","4,152",kaliningrad
Pionerskij [Pionersky],Пионерский,City,Pionerskij,"11,816","11,016","12,794",kaliningrad
Polessk,Полесск,City,Polessk,"7,681","7,581","6,926",kaliningrad
Pravdinsk,Правдинск,City,Pravdinskij,"4,480","4,323","3,986",kaliningrad
Primorsk,Приморск,City,Baltijsk,"2,150","1,956","1,436",kaliningrad
Slavsk,Славск,City,Slavskij,"5,172","4,614","4,153",kaliningrad
Sovetsk,Советск,City,Sovetsk,"43,224","41,705","38,910",kaliningrad
Svetlogorsk,Светлогорск,City,Svetlogorsk,"10,950","10,772","16,207",kaliningrad
Svetlyj [Svetly],Светлый,City,Svetlovskij,"21,745","21,375","21,114",kaliningrad
Vasil'kovo [Vasilkovo],Васильково,Rural Settlement,Gurjevskij,"4,236","4,527","8,667",kaliningrad
Zelenogradsk,Зеленоградск,City,Zelenogradskij,"12,509","13,026","16,625",kaliningrad
Znamensk,Знаменск,Rural Settlement,Gvardejskij,"4,302","4,036","3,820",kaliningrad
Aršan [Arshan],Аршан,Rural Settlement,Èlista,"3,638","3,927","3,900",kalmykia
Bol'šoj Caryn [Bolshoy Tsaryn],Большой Царын,Rural Settlement,Oktjabr'skij Rajon,"5,070","5,497","4,447",kalmykia
Cagan Aman [Tsagan Aman],Цаган Аман,Rural Settlement,Justinskij Rajon,"5,926","6,027","5,578",kalmykia
Èlista [Elista],Элиста,City,Èlista,"104,254","103,749","102,583",kalmykia
Gorodovikovsk,Городовиковск,City,Gorodovikovskij Rajon,"10,940","9,565","8,285",kalmykia
Iki-Burul,Ики-Бурул,Rural Settlement,Iki-Burul'skij Rajon,"3,810","4,051","3,348",kalmykia
Jašalta [Yashalta],Яшалта,Village,Jašaltinskij Rajon,"4,851","4,716","4,457",kalmykia
Jaškul' [Yashkul],Яшкуль,Rural Settlement,Jaškul'skij Rajon,"7,399","7,861","7,763",kalmykia
Ketčenery [Ketchenery],Кетченеры,Rural Settlement,Ketčenerovskij Rajon,"3,938","3,908","3,242",kalmykia
Komsomol'skij [Komsomolsky],Комсомольский,Rural Settlement,Černozemel'skij Rajon,"3,983","4,525","4,261",kalmykia
Lagan',Лагань,City,Laganskij Rajon,"14,345","14,323","13,834",kalmykia
